place,latitude,longitude,timestamp,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,road_count,industry_count,farmland_count,dump_count,hour,day,pollution_index,gas_ratio,pm_ratio,pollution_source
Bangalore_Hebbal,13.0358,77.597,2026-03-30 10:16:21.548511+05:30,50.30572856975986,102.1641817671994,12.842863273996985,1.8117450433899522,569.8130576331381,55.01362099732835,32.681093256860954,28.962257837386822,5.890123420418761,1351,7,4,0,10,0,165.31277361095624,0.022499245772774703,0.4876278540480253,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 14:51:21.546639+05:30,50.82675548469541,40.99136147039279,12.405443316353868,0.0,569.6334074129259,59.004169528738075,33.93147763814482,36.02161240654175,7.263819781728506,1351,7,4,0,14,0,104.22356027144207,0.021739777508990026,1.2104098010856892,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 06:31:21.549977+05:30,42.389502239129925,80.34447919284379,7.20458692919952,6.600137675591891,569.9121269640375,71.47276042356158,33.6402631080473,30.96695629685015,6.6523198900926985,1351,7,4,0,6,0,129.93856836117322,0.012619432289013799,0.5211109919166967,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 09:51:21.548680+05:30,45.66890792243288,62.15683930905749,1.619117649402499,0.0,570.3854598265696,52.01467297159032,31.45342757257079,33.78611976255668,6.1861285956601915,1351,7,4,0,9,0,109.44486488089287,0.00283366967352292,0.7231031258380813,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 10:01:21.548613+05:30,51.877757821693656,89.63897255128086,9.890689233122007,6.565703638950835,570.308833677543,31.972950660053627,30.568269555709694,34.61009408858087,6.552407840471735,1351,7,4,0,10,0,151.4074196060965,0.017312333802814064,0.5723559784654747,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 13:46:21.547087+05:30,45.69338109426447,31.94687220968681,9.290385929933644,0.0,570.4399070053063,110.78221713737082,31.435847298049826,27.893094606624434,7.244674104030631,1351,7,4,0,13,0,86.93063923388493,0.016257852866141138,1.3868806970037666,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 11:01:21.548207+05:30,40.92647500294633,51.05433078570569,1.6590999740795542,8.533122571160611,569.9370396811337,67.87381857448428,33.39236380446131,28.963327162143905,6.193403543650453,1351,7,4,0,11,0,93.63990576273157,0.0029059245744612323,0.7862261292231404,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 04:36:21.550661+05:30,47.47283394180124,52.2329211061618,3.1809945096315033,7.474291822764237,570.1773466511348,82.19926537863616,32.88900368146714,34.88966903316875,6.2373635433564205,1351,7,4,0,4,0,102.88674955759454,0.005569188848755935,0.8917946442789927,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 10:41:21.548342+05:30,43.33917718443999,45.834252787696386,13.77970758508394,0.0,570.0817102288598,82.35072620744077,34.37056897197075,31.42911769656883,6.230290382519701,1351,7,4,0,10,0,102.95313755722032,0.024129134830043412,0.9253735162787828,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 09:31:21.548815+05:30,38.46677804821686,76.78289463897733,2.4109127280179212,2.1190485650251167,570.1976410822008,117.36661936294196,33.11665493716664,35.82405283263722,6.9501306365227,1351,7,4,0,9,0,117.66058541521211,0.0042208030191619225,0.494540325694449,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 07:11:21.549740+05:30,41.71895136982508,23.721250744571613,6.519132090391048,2.6691465611938066,569.9168953798242,43.893780631674254,31.15818585296635,35.08696043688135,7.39622080407616,1351,7,4,0,7,0,71.95933420478775,0.011418705845189513,1.687574459758509,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 15:21:21.546421+05:30,39.520793780714676,53.776491419666876,3.8298928452172785,6.37791819563462,569.7643458070111,90.75968877938996,32.954126891130834,27.326319872606163,5.734807899753509,1351,7,4,0,15,0,97.12717804559882,0.006710112279003945,0.7214918801193094,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 13:21:21.547262+05:30,45.53889036841916,77.10424952162852,8.61983815718758,2.3100095167003625,570.230109086513,61.06546863057243,32.08258929546652,36.0348913361957,6.5600602143241735,1351,7,4,0,13,0,131.26297804723526,0.015089957654669254,0.5830526590721365,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 15:36:21.546319+05:30,51.11525198731138,116.01892590475285,9.055243792451101,0.0,569.7508390952347,84.49166782802953,32.337297020856624,31.28013789637737,6.776987087720692,1351,7,4,0,15,0,176.18942168451534,0.01586549361330007,0.43681183699221837,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 14:46:21.546674+05:30,39.11199944786128,77.50183727415157,1.661223221434236,0.0,569.7807047675043,113.87246952165866,31.774061364721913,28.20698527665614,5.789024776822845,1351,7,4,0,14,0,118.27505994344709,0.002910440397789727,0.49823037021758665,Agricultural
Bangalore_Hebbal,13.0358,77.597,2026-03-30 11:41:21.547937+05:30,47.46630478406236,100.94798967335745,9.135803502734193,0.0,569.6942409283,42.31771374862702,33.889123677674206,33.58389109780331,7.547144723063921,1351,7,4,0,11,0,157.55009796015403,0.01600822795736252,0.4655933377023417,Agricultural
